"id","last_updated","kaycode","full_name","prev_id","sex","birthdate","status","mom","dad","number_littermates","litrank","eartag","notes","entered_by"
"al124",2008-04-01,NA,"alien 124",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al125",2008-04-01,NA,"alien 125",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al126",2008-04-01,NA,"alien 126",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al127",2008-04-01,NA,"alien 127",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al128",2008-04-01,NA,"alien 128",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al129",2008-04-01,NA,"alien 129",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al13",2008-03-29,NA,"alien 13",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al131",2008-04-01,NA,"alien 131",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al132",2008-04-01,NA,"al132",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al133",2008-04-01,NA,"al133",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al135",2008-04-01,NA,"al135",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al136",2008-04-01,NA,"al136",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al137",2008-04-01,NA,"al137",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al138",2008-04-01,NA,"al138",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al139",2008-04-01,NA,"al139",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al14",2008-03-29,NA,"alien 14",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al140",2008-04-01,NA,"al140",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al141",2008-04-01,NA,"al141",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al143",2008-04-01,NA,"al143",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al144",2008-04-01,NA,"al144",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al145",2008-04-01,NA,"al145",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al146",2008-04-01,NA,"alien 146",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al147",2008-04-01,NA,"alien 147",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al148",2008-04-01,NA,"alien 148",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al149",2008-04-01,NA,"alien 149",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al15",2008-03-29,NA,"alien 15",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al151",2008-04-01,NA,"alien 151",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al152",2008-04-01,NA,"alien 152",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al16",2008-03-29,NA,"alien 16",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al17",2008-03-29,NA,"alien 17",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al174",2008-04-01,NA,"al174",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al18",2008-03-29,NA,"alien 18",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al19",2016-11-04,NA,"alien 19",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al20",NA,NA,"alien 20",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al21",2008-03-29,NA,"alien 21",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al211",2008-04-01,NA,"alien 211",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al23",2008-03-29,NA,"alien 23",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al24",NA,NA,"alien 24",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al25",2016-11-04,NA,"alien 25",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al26",2016-11-04,NA,"alien 26",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al27",NA,NA,"alien 27",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al28",2016-11-04,NA,"alien 28",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al29",2016-11-04,NA,"alien 29",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al30",2016-11-04,NA,"alien 30",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al31",2016-11-04,NA,"alien 31",NA,"u",NA,"t",NA,NA,NA,NA,NA,"does not appear in the notes",NA
"al32",2016-11-04,NA,"alien 32",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al33",2008-03-29,NA,"alien 33",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al34",NA,NA,"al34",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al35",NA,NA,"al35",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al36",NA,NA,"al36",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al37",NA,NA,"al37",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al38",NA,NA,"al38",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al39",NA,NA,"al39",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al40",NA,NA,"al40",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al41",NA,NA,"al41",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al42",NA,NA,"al42",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al43",NA,NA,"al43",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al44",NA,NA,"al44",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al45",NA,NA,"al45",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al46",NA,NA,"al46",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al47",NA,NA,"al47",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al48",NA,NA,"al48",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al480",2016-11-04,NA,"al480",NA,"m",NA,"t",NA,NA,NA,NA,NA,"seen only once",NA
"al49",NA,NA,"al49",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al50",NA,NA,"al50",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al51",NA,NA,"al51",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al52",NA,NA,"al52",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al53",NA,NA,"al53",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al54",NA,NA,"al54",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al55",NA,NA,"al55",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al56",NA,NA,"al56",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al57",NA,NA,"al57",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al58",NA,NA,"al58",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al59",NA,NA,"al59",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al60",NA,NA,"al60",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al61",NA,NA,"al61",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al62",2016-11-11,NA,"al62",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al63",NA,NA,"al63",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al64",2008-04-01,NA,"al64",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al65",2008-04-01,NA,"al65",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al67",2008-04-01,NA,"al67",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al68",2008-04-01,NA,"al68",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al69",2008-04-01,NA,"al69",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al70",2008-04-01,"274","al70",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al71",2008-04-01,NA,"al71",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al72",2008-04-01,NA,"al72",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al73",2008-04-01,NA,"al73",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al74",2008-04-01,NA,"al74",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al75",2008-04-01,"280","al75",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al76",2008-04-01,NA,"al76",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al77",2008-04-01,NA,"al77",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al78",2008-04-01,NA,"al78",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al79",2008-04-01,NA,"al79",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al80",2008-04-01,NA,"al80",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al81",2008-04-01,NA,"al81",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al82",2008-04-01,NA,"al82",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al83",2008-04-01,NA,"al83",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al84",2008-04-01,NA,"al84",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al85",2008-04-01,NA,"al85",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al86",2008-04-01,NA,"al86",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al87",2008-04-01,NA,"al87",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al88",2008-04-01,NA,"al88",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al89",2008-04-01,NA,"al89",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al90",2008-04-01,NA,"al90",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al91",2008-04-01,NA,"al91",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al92",2008-04-01,NA,"al92",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al93",2008-04-01,NA,"al93",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al94",2008-04-01,NA,"al94",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al95",2008-04-01,NA,"al95",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al96",2008-04-01,NA,"al96",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al97",2008-04-01,NA,"al97",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al98",2008-04-01,NA,"al98",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"al99",2008-04-01,NA,"al99",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"alb",NA,NA,"fat alberta",NA,"f",NA,"t",NA,NA,NA,NA,NA,NA,NA
"albe",2015-06-17,"553","albuquerque","al420","m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"alc",2007-10-02,NA,"acatraz",NA,"m",2008-07-15,"r","duma",NA,NA,NA,NA,NA,NA
"alde",2016-07-19,"630","alderaan",NA,"m",2010-11-01,"r","loki",NA,"1","1",NA,NA,NA
"alex",2016-11-17,NA,"alex",NA,"m",NA,"t",NA,NA,NA,NA,NA,"talek west",NA
"alf",2007-10-02,NA,"afalfa",NA,"f",2008-03-15,"r","lfty",NA,NA,NA,NA,NA,NA
"alfe",2016-02-01,"909","alfredo",NA,"f",2009-01-05,"r","guci",NA,"1","1",NA,NA,NA
"alg",NA,"114","algernon",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"ali",2018-03-07,"253","alice",NA,"f",1997-08-04,"r","bb","mike","1","1",NA,"talek west. dengrad calced by pat",NA
"alie",2014-07-26,NA,"alice paul",NA,"f",2014-04-20,"r","sgl",NA,"0",NA,NA,"dfs changed per lju",NA
"all",2016-07-21,NA,"allende",NA,"f",2001-08-06,"r","who",NA,"1","2",NA,"master list:sex=u dengrad calced by pat",NA
"alls",2016-07-26,"673","all-star","raymond; all","f",2011-11-16,"r","hex",NA,"1","1",NA,NA,NA
"alo",2016-11-17,"166","apollo",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"alph",2016-07-27,NA,"alpha",NA,"m",NA,"i",NA,NA,NA,NA,NA,"date represents when seen in talek",NA
"alrw",2012-05-05,NA,"alfred russell wallace",NA,NA,2011-11-17,"r","ag",NA,NA,NA,NA,NA,NA
"alta",2015-02-03,NA,"alta vista",NA,"m",2013-03-26,"r","bab",NA,"1",NA,NA,NA,NA
"alum",2017-03-02,"730","aluminum",NA,"m",2003-07-26,"r","ath",NA,NA,NA,NA,"dispersed to ft, first seen 6/9/2007. dls from ft ",NA
"alv",2016-12-15,NA,"alvin",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"alvr",2015-05-20,NA,"alvaro",NA,NA,NA,"r",NA,NA,NA,NA,NA,"first seen as a subadult, not much known. possibly",NA
"am01",2016-11-18,NA,"alien male #1",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am02",2016-11-18,NA,"alien male #2",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am03",2016-11-18,NA,"alien male #3",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am04",2016-11-18,NA,"alien male #4",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am05",2016-11-18,NA,"alien male #5",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am06",2016-11-17,NA,"alien male # 6",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am07",2016-11-15,NA,"alien male #7",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am08",2016-11-15,NA,"alien male #8",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am09",2016-11-15,NA,"alien male #9",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am1",2015-05-02,NA,"am1","unidmalelongroa","m",NA,NA,NA,NA,NA,NA,NA,"seen again 7/5/2013 hz, one photo dated 6/2011, ma",NA
"am10",2015-05-27,NA,"alien male #10",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am102",2008-04-01,NA,"am102",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am1028",2015-08-04,NA,"am1028",NA,"m",NA,NA,NA,NA,NA,NA,NA,"seen on 5/30/2015 on a hippo carcass with hz hyena",NA
"am11",2016-11-15,NA,"alien male #11",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am1110",2016-05-27,"1110","am1110","unid7",NA,NA,NA,NA,NA,NA,NA,NA,"poop, male sub",NA
"am116",2008-04-01,NA,"alien male 116",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am117",2008-04-01,NA,"alien male 117",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am118",2008-04-01,NA,"alien male 118",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am119",2008-04-01,NA,"alien male 119",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am12",2016-11-15,NA,"alien male #12",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am120",2008-04-01,NA,"alien male 120",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am121",2008-04-01,NA,"alien male 121",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am122",2008-04-01,NA,"alien male 122",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am123",2008-04-01,NA,"alien male 123",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am125",2008-04-01,NA,"alien male 125",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am126",2008-04-01,NA,"alien male 126",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am127",2008-04-01,NA,"alien male 127",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am128",2008-04-01,NA,"alien male 128",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am129",2008-04-01,NA,"alien male 129",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am13",2016-11-15,NA,"alien male #13",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am130",2008-04-01,NA,"alien male 130",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am131",2008-04-01,NA,"alien male 131",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am132",2008-04-01,NA,"alien male 132",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am133",2008-04-01,NA,"alien male 133",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am134",2008-04-01,NA,"alien male 134",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am135",2008-04-01,NA,"alien male 135",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am136",2008-04-01,NA,"alien male 136",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am137",2008-04-01,NA,"alien male 137",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am138",2008-04-01,NA,"alien male 138",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am139",2008-04-01,NA,"alien male 139",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am14",2016-11-15,NA,"alien male #14",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am140",2008-04-01,NA,"alien male 140",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am141",2008-04-01,NA,"alien male 141",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am145",2008-03-28,NA,"alien male 145",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am146",2008-03-28,NA,"alien male 146",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am147",2008-03-28,NA,"alien male 147",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am148",2008-03-28,NA,"alien male 148",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am149",2007-04-22,NA,"alien male 149","rafi","m",NA,"t",NA,NA,NA,NA,NA,"also called ""rafi"", not entered under rafi in tblh",NA
"am15",2016-11-15,NA,"alien male #15",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am150",2008-04-01,NA,"alien male 150",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am151",2008-04-01,NA,"alien male 151",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am152",2008-04-01,NA,"am152",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am153",2008-04-01,NA,"alien male 153",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am154",2008-04-01,NA,"alien male 154",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am155",2008-04-01,NA,"alien male 155",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am156",2008-04-01,NA,"alien male 156",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am157",2008-04-01,NA,"alien male 157",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am158",2008-04-01,NA,"alien male 158",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am159",2008-04-01,NA,"alien male 159",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am16",2016-11-15,NA,"alien male #16",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am160",2008-04-01,NA,"alien male 160",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am161",2008-04-01,NA,"alien male 161",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am162",2008-04-01,NA,"alien male 162",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am163",2008-04-01,NA,"alien male 163",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am164",2008-04-01,NA,"alien male 164",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am165",2008-04-01,NA,"alien male 165",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am166",2008-04-01,NA,"alien male 166",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am167",2008-04-01,NA,"alien male 167",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am168",2008-04-01,NA,"alien male 168",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am169",2008-04-01,NA,"alien male 169",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am17",2016-11-15,NA,"alien male #17",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am170",2008-04-01,NA,"alien male 170",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am171",2008-04-01,NA,"alien male 171",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am172",2008-04-01,NA,"am172",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am173",2008-04-01,NA,"am173",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am174",2008-04-01,NA,"am174",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am175",2008-04-01,NA,"am175",NA,NA,NA,"t",NA,NA,NA,NA,NA,NA,NA
"am177",2008-04-01,NA,"am177",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am179",2008-04-01,NA,"alien male 179",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am18",2016-11-15,NA,"alien male #18",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am180",2008-04-01,NA,"alien male 180",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am181",2008-04-01,NA,"alien male 181",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am182",2008-04-01,NA,"alien male 182",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am183",2008-04-01,NA,"alien male 183",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am186",2008-04-01,NA,"am186",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am187",2008-04-01,NA,"am187",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am188",2008-04-01,NA,"am188",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am189",2008-04-01,NA,"am189",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am19",2016-11-15,NA,"alien male #19",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am190",2008-04-01,NA,"am190",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am191",2008-04-01,NA,"am191",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am194",2008-04-01,NA,"am194",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am195",2008-04-01,NA,"am195",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am196",2008-04-01,NA,"am196",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am197",2008-04-01,NA,"am197",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am198",2008-04-01,NA,"am198",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am20",2016-11-15,NA,"alien male #20",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am200",2008-04-01,NA,"am200",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am201",2008-04-01,NA,"alien male 201",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am202",2008-04-01,NA,"alien male 202",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am203",2008-04-01,NA,"alien male 203",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am205",2008-04-01,NA,"alien male 205",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am206",2008-04-01,NA,"alien male 206",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am207",2008-04-01,NA,"alien male 207",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am209",2008-04-01,NA,"alien male 209",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am21",2016-11-11,NA,"alien male 21",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am211",2008-04-01,NA,"alien male 211",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am212",2008-04-01,NA,"alien male 212",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am215",2008-04-01,NA,"alien male 215",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am216",2008-04-01,NA,"alien male 216",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am217",2008-04-01,NA,"alien male 217",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am218",2008-04-01,NA,"alien male 218",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am219",2008-04-01,NA,"alien male 219",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am22",2016-11-11,NA,"alien male 22",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am220",2008-04-01,NA,"alien male 220",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am221",2008-04-01,NA,"alien male 221",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am222",2008-04-01,NA,"alien male 222",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am223",2008-04-01,NA,"alien male 223",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am224",2008-04-01,NA,"alien male 224",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am225",2008-04-01,NA,"alien male 225",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am226",2008-04-01,NA,"alien male 226",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am228",2008-04-01,NA,"alien male 228",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am229",2008-04-01,NA,"alien male 229",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am23",2016-11-11,NA,"alien male 23",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am230",2008-04-01,NA,"alien male 230",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am235",2008-04-01,NA,"alien male 235",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am24",2016-11-11,NA,"alien male 24",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am25",2016-11-11,NA,"alien male 25",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am26",2016-11-11,NA,"alien male 26",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am27",2016-11-11,NA,"alien male 27",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"am28",2016-11-11,NA,"alien male 28",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
